"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2005","Portugal","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","72.7",""
"2005","Portugal","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","27.3",""
"2005","Portugal","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","16.3",""
"2005","Portugal","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","11.1",""
"2005","Romania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","33.3",""
"2005","Romania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","66.7",""
"2005","Romania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.6",""
"2005","Romania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","9.1",""
"2005","Slovenia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.0",""
"2005","Slovenia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.0",""
"2005","Slovenia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.4",""
"2005","Slovenia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","16.7",""
"2005","Slovakia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.0",""
"2005","Slovakia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.0",""
"2005","Slovakia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","68.7",""
"2005","Slovakia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","11.4",""
"2005","Finland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","27.0",""
"2005","Finland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.0",""
"2005","Finland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","44.5",""
"2005","Finland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.6",""
"2005","Sweden","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.3","b"
"2005","Sweden","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.7","b"
"2005","Sweden","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.2","b"
"2005","Sweden","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","25.5","b"
"2005","Iceland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","43.7",""
"2005","Iceland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","56.3",""
"2005","Iceland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","31.4",""
"2005","Iceland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.9",""
"2005","Norway","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.7",""
"2005","Norway","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.3",""
"2005","Norway","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.9",""
"2005","Norway","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.4",""
"2005","Switzerland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.7",""
"2005","Switzerland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.3",""
"2005","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","52.0",""
"2005","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.2",""
"2005","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.8",""
"2005","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.2",""
"2005","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","44.6",""
"2005","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","26.6",""
"2005","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2005","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2005","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2005","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2005","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2005","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2005","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2005","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2005","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2005","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2005","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2005","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2005","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2005","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2005","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2005","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2006","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","35.7",""
"2006","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","64.3",""
"2006","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","36.4",""
"2006","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.9",""
"2006","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","30.6","b"
"2006","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","69.4","b"
"2006","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","51.3","b"
"2006","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.2","b"
"2006","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.4",""
"2006","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.6",""
"2006","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","72.2",""
"2006","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","11.4",""
"2006","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.4",""
"2006","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.6",""
"2006","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.3",""
"2006","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.3",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.6",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.4",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","55.3",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.1",""
"2006","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.6",""
"2006","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.4",""
"2006","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","52.0",""
"2006","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.4",""
"2006","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","35.5",""
"2006","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","64.5",""
"2006","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.0",""
